Order_ID,Distance_km,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min,Weather_Foggy,Weather_Rainy,Weather_Snowy,Weather_Windy,Traffic_Level_Low,Traffic_Level_Medium,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Vehicle_Type_Car,Vehicle_Type_Scooter
0.822724544957592,1.1170084574753176,0.4191113870625728,-0.8990946764285465,84,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,1.5533735169869642,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
-0.3065731462263027,1.5754012754353868,-0.1363709019534281,0.1466149592257579,68,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,1.269238376917927,-0.850962943396763,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
0.6183424474733902,1.6403841653377715,-1.24733547998543,1.540894473431497,57,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,1.269238376917927,-0.850962943396763,1.5533735169869642,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,1.5202823021221077
0.4382090734195174,-0.0948346244880837,-0.691853190969429,-1.2476645549799814,49,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,1.269238376917927,-0.850962943396763,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
0.0467653951870631,1.287369006678868,-1.6639471967474306,0.4951848377771927,46,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,1.5533735169869642,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,1.5202823021221077
1.5190093177427542,-1.2750644086611354,-0.9695943354774296,-3.0959224388687793e-16,33,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,-0.850962943396763,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,1.5202823021221077
-0.62527065416777,-0.8219404736661244,1.252334820586574,-1.2476645549799814,47,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,1.5533735169869642,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,1.5202823021221077
-0.4451372801138971,-1.6157855070682363,1.252334820586574,0.1466149592257579,37,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,-0.850962943396763,-0.6437601704061958,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
-1.0028579190114648,0.200222821555179,0.8357231038245735,-3.0959224388687793e-16,73,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
-0.9162553353317182,0.7956065966067631,-0.2752414742074283,0.4951848377771927,64,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
-0.5317398637936437,0.4952802675984422,-1.24733547998543,0.1466149592257579,52,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,1.5202823021221077
0.4208885566835681,-0.9624440194010114,0.6968525315705733,1.540894473431497,45,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,-0.850962943396763,-0.6437601704061958,1.3994927229738652,-0.3047887380849036,-0.4921747909480132,1.5202823021221077
0.649519377598099,-0.7200754030083313,0.6968525315705733,0.8437547163286275,45,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,-0.6437601704061958,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
1.3908374938967292,-1.5876847979212592,1.1134642483325738,-0.2019549193256768,34,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,-0.6437601704061958,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
-0.649519377598099,-1.5929536808863172,-0.2752414742074283,-3.0959224388687793e-16,32,-0.3388616263074406,-0.5062424389906242,-0.3277494654013563,-0.3258752679561411,-0.7878740654125869,1.1751393027860064,1.5533735169869642,-0.7145446229081065,-0.3047887380849036,-0.4921747909480132,-0.6577725719783332
